ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Document status,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
741fabc2-62ba-55dc-af23-6f100f16366d,tg:rubgr:2704_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
741fabc2-62ba-55dc-af23-6f100f16366d,tg:rubgr:2704_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1970,permission required
7432ecc4-839c-5c2b-8a55-71fdc03c190b,tg:rubgr:4172_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4172_#1,https://data.rubenianum.be//ark:/86530/7432ecc4-839c-5c2b-8a55-71fdc03c190b,,
7432ecc4-839c-5c2b-8a55-71fdc03c190b,tg:rubgr:4172_#1,e22_Archives,1,isad:rub:3030,"dlod={""name"":""16: Brueghel \u0026 Brueghel - Holbein etc. - Royal Collection - Rubens (AFG_109)"",""ark"":""ark:/86530/x0/9a1e131e-b896-5708-bfaa-995a7074abc1"",""uri"":""/repositories/13/archival_objects/324212"",""id"":""isad:rub:3030"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""16: Brueghel \u0026 Brueghel - Holbein etc. - Royal Collection - Rubens (AFG_109)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9a1e131e-b896-5708-bfaa-995a7074abc1,,,,,,,,,,,,
7432ecc4-839c-5c2b-8a55-71fdc03c190b,tg:rubgr:4172_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
7432ecc4-839c-5c2b-8a55-71fdc03c190b,tg:rubgr:4172_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1960,permission required
74485660-05b6-5ea8-a8da-9c979647d1c1,tg:rubgr:217_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:217_#1,https://data.rubenianum.be//ark:/86530/74485660-05b6-5ea8-a8da-9c979647d1c1,,
74485660-05b6-5ea8-a8da-9c979647d1c1,tg:rubgr:217_#1,e22_Archives,1,isad:rub:2934,"dlod={""name"":""Map 2 (AFG_004)"",""ark"":""ark:/86530/x0/16df42a9-12b0-5440-8a47-5ecf1a6559d9"",""uri"":""/repositories/13/archival_objects/313940"",""id"":""isad:rub:2934"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""II: Icarus / Adoration""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 2 (AFG_004)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/16df42a9-12b0-5440-8a47-5ecf1a6559d9,,,,,,,,,,,,
74485660-05b6-5ea8-a8da-9c979647d1c1,tg:rubgr:217_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
74485660-05b6-5ea8-a8da-9c979647d1c1,tg:rubgr:217_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1965,permission required
74d0aaef-fbac-53eb-8ff2-305e958dee95,tg:rubgr:3504_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:3504_#1,https://data.rubenianum.be//ark:/86530/74d0aaef-fbac-53eb-8ff2-305e958dee95,,
74d0aaef-fbac-53eb-8ff2-305e958dee95,tg:rubgr:3504_#1,e22_Archives,1,isad:rub:3020,"dlod={""name"":""6: Encyclopedia Britannica (AFG_094)"",""ark"":""ark:/86530/x0/a2283932-5fec-50a6-be30-91759dace6f4"",""uri"":""/repositories/13/archival_objects/323142"",""id"":""isad:rub:3020"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""6: Encyclopedia Britannica (AFG_094)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/a2283932-5fec-50a6-be30-91759dace6f4,,,,,,,,,,,,
74d0aaef-fbac-53eb-8ff2-305e958dee95,tg:rubgr:3504_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
74d0aaef-fbac-53eb-8ff2-305e958dee95,tg:rubgr:3504_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1974,permission required
75636e2f-1db9-5f54-b753-7b71b2db4fe8,tg:rubgr:5221_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5221_#1,https://data.rubenianum.be//ark:/86530/75636e2f-1db9-5f54-b753-7b71b2db4fe8,,
75636e2f-1db9-5f54-b753-7b71b2db4fe8,tg:rubgr:5221_#1,e22_Archives,1,isad:rub:3066,"dlod={""name"":""51: Ortelius - Religion \u0026 Biography (AFG_144)"",""ark"":""ark:/86530/x0/f642d6e4-18bf-51eb-b741-50fd432facc5"",""uri"":""/repositories/13/archival_objects/328064"",""id"":""isad:rub:3066"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""51: Ortelius - Religion \u0026 Biography (AFG_144)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/f642d6e4-18bf-51eb-b741-50fd432facc5,,,,,,,,,,,,
75636e2f-1db9-5f54-b753-7b71b2db4fe8,tg:rubgr:5221_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
75636e2f-1db9-5f54-b753-7b71b2db4fe8,tg:rubgr:5221_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1952,permission required
756f4fab-d0a3-5c6f-b3cd-3b164790eba5,tg:rubgr:4225_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4225_#1,https://data.rubenianum.be//ark:/86530/756f4fab-d0a3-5c6f-b3cd-3b164790eba5,,
756f4fab-d0a3-5c6f-b3cd-3b164790eba5,tg:rubgr:4225_#1,e22_Archives,1,isad:rub:3032,"dlod={""name"":""18: Notes \u0026 Printed Material (AFG_111)"",""ark"":""ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0"",""uri"":""/repositories/13/archival_objects/324426"",""id"":""isad:rub:3032"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""18: Notes \u0026 Printed Material (AFG_111)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0,,,,,,,,,,,,
756f4fab-d0a3-5c6f-b3cd-3b164790eba5,tg:rubgr:4225_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
756f4fab-d0a3-5c6f-b3cd-3b164790eba5,tg:rubgr:4225_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1967,permission required
7574980d-9a69-5e1d-98f2-37319582e0cd,tg:rubgr:551_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:551_#1,https://data.rubenianum.be//ark:/86530/7574980d-9a69-5e1d-98f2-37319582e0cd,,
7574980d-9a69-5e1d-98f2-37319582e0cd,tg:rubgr:551_#1,e22_Archives,1,isad:rub:2941,"dlod={""name"":""Map 1 (AFG_011)"",""ark"":""ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771"",""uri"":""/repositories/13/archival_objects/314689"",""id"":""isad:rub:2941"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""V: Resurrection / Death of Virgin / Monkeys / Suicide of Saul / Flight into Egypt""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_011)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771,,,,,,,,,,,,
7574980d-9a69-5e1d-98f2-37319582e0cd,tg:rubgr:551_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
7574980d-9a69-5e1d-98f2-37319582e0cd,tg:rubgr:551_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1953,permission required
75eb86c2-b20f-55ff-a32d-cce14c32356c,tg:rubgr:561_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:561_#1,https://data.rubenianum.be//ark:/86530/75eb86c2-b20f-55ff-a32d-cce14c32356c,,
75eb86c2-b20f-55ff-a32d-cce14c32356c,tg:rubgr:561_#1,e22_Archives,1,isad:rub:2941,"dlod={""name"":""Map 1 (AFG_011)"",""ark"":""ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771"",""uri"":""/repositories/13/archival_objects/314689"",""id"":""isad:rub:2941"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""V: Resurrection / Death of Virgin / Monkeys / Suicide of Saul / Flight into Egypt""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_011)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771,,,,,,,,,,,,
75eb86c2-b20f-55ff-a32d-cce14c32356c,tg:rubgr:561_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
75eb86c2-b20f-55ff-a32d-cce14c32356c,tg:rubgr:561_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1956,permission required
761ab846-85da-5c80-865e-fb8ea53cbebd,tg:rubgr:1805_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1805_#1,https://data.rubenianum.be//ark:/86530/761ab846-85da-5c80-865e-fb8ea53cbebd,,
761ab846-85da-5c80-865e-fb8ea53cbebd,tg:rubgr:1805_#1,e22_Archives,1,isad:rub:2976,"dlod={""name"":""Map 3 (AFG_046)"",""ark"":""ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d"",""uri"":""/repositories/13/archival_objects/318434"",""id"":""isad:rub:2976"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XII: Bird Nester / Misanthrope / Blind / Woman's Head / Magpie / Storm at Sea / Shepherds""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_046)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d,,,,,,,,,,,,
761ab846-85da-5c80-865e-fb8ea53cbebd,tg:rubgr:1805_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
761ab846-85da-5c80-865e-fb8ea53cbebd,tg:rubgr:1805_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1967,permission required
7687eb9e-4e8d-5941-ac60-6a71204c8a60,tg:rubgr:568_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:568_#1,https://data.rubenianum.be//ark:/86530/7687eb9e-4e8d-5941-ac60-6a71204c8a60,,
7687eb9e-4e8d-5941-ac60-6a71204c8a60,tg:rubgr:568_#1,e22_Archives,1,isad:rub:2941,"dlod={""name"":""Map 1 (AFG_011)"",""ark"":""ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771"",""uri"":""/repositories/13/archival_objects/314689"",""id"":""isad:rub:2941"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""V: Resurrection / Death of Virgin / Monkeys / Suicide of Saul / Flight into Egypt""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_011)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771,,,,,,,,,,,,
7687eb9e-4e8d-5941-ac60-6a71204c8a60,tg:rubgr:568_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
7687eb9e-4e8d-5941-ac60-6a71204c8a60,tg:rubgr:568_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1958,permission required
768cb5d1-c83d-5a28-9301-38db4f818265,tg:rubgr:557_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:557_#1,https://data.rubenianum.be//ark:/86530/768cb5d1-c83d-5a28-9301-38db4f818265,,
768cb5d1-c83d-5a28-9301-38db4f818265,tg:rubgr:557_#1,e22_Archives,1,isad:rub:2941,"dlod={""name"":""Map 1 (AFG_011)"",""ark"":""ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771"",""uri"":""/repositories/13/archival_objects/314689"",""id"":""isad:rub:2941"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""V: Resurrection / Death of Virgin / Monkeys / Suicide of Saul / Flight into Egypt""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_011)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/b397447c-8770-536c-aeec-58bab2d5c771,,,,,,,,,,,,
768cb5d1-c83d-5a28-9301-38db4f818265,tg:rubgr:557_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
768cb5d1-c83d-5a28-9301-38db4f818265,tg:rubgr:557_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1956,permission required
76a35981-7671-59bf-a4eb-8334a1c38127,tg:rubgr:1139_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1139_#1,https://data.rubenianum.be//ark:/86530/76a35981-7671-59bf-a4eb-8334a1c38127,,
76a35981-7671-59bf-a4eb-8334a1c38127,tg:rubgr:1139_#1,e22_Archives,1,isad:rub:2954,"dlod={""name"":""Map 3 (AFG_024)"",""ark"":""ark:/86530/x0/1f85698f-fffc-5dd3-8512-f96ac74b47d3"",""uri"":""/repositories/13/archival_objects/316080"",""id"":""isad:rub:2954"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""VIII: Months""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_024)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/1f85698f-fffc-5dd3-8512-f96ac74b47d3,,,,,,,,,,,,
76a35981-7671-59bf-a4eb-8334a1c38127,tg:rubgr:1139_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
76a35981-7671-59bf-a4eb-8334a1c38127,tg:rubgr:1139_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1953,permission required
76d7fb78-6541-5419-94a3-4d64828886cd,tg:rubgr:3855_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:3855_#1,https://data.rubenianum.be//ark:/86530/76d7fb78-6541-5419-94a3-4d64828886cd,,
76d7fb78-6541-5419-94a3-4d64828886cd,tg:rubgr:3855_#1,e22_Archives,1,isad:rub:3022,"dlod={""name"":""8: FRANZ: Landschaftsmalerei (AFG_101)"",""ark"":""ark:/86530/x0/2394aaf3-f4b4-5707-944e-96e9d7b2118c"",""uri"":""/repositories/13/archival_objects/323356"",""id"":""isad:rub:3022"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""8: FRANZ: Landschaftsmalerei (AFG_101)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/2394aaf3-f4b4-5707-944e-96e9d7b2118c,,,,,,,,,,,,
76d7fb78-6541-5419-94a3-4d64828886cd,tg:rubgr:3855_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
76d7fb78-6541-5419-94a3-4d64828886cd,tg:rubgr:3855_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1973,permission required
76ed410c-0b19-59ae-8bf3-adafab2c24ad,tg:rubgr:2970_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:2970_#1,https://data.rubenianum.be//ark:/86530/76ed410c-0b19-59ae-8bf3-adafab2c24ad,,
76ed410c-0b19-59ae-8bf3-adafab2c24ad,tg:rubgr:2970_#1,e22_Archives,1,isad:rub:3016,"dlod={""name"":""2: Introduction - Inventories (AFG_086)"",""ark"":""ark:/86530/x0/02b95811-6764-57ab-bc29-9b6423092554"",""uri"":""/repositories/13/archival_objects/322714"",""id"":""isad:rub:3016"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""2: Introduction - Inventories (AFG_086)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/02b95811-6764-57ab-bc29-9b6423092554,,,,,,,,,,,,
76ed410c-0b19-59ae-8bf3-adafab2c24ad,tg:rubgr:2970_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
76ed410c-0b19-59ae-8bf3-adafab2c24ad,tg:rubgr:2970_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1952,permission required
772d5e34-fe45-5271-8373-4a9877cc38d1,tg:rubgr:1706_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1706_#1,https://data.rubenianum.be//ark:/86530/772d5e34-fe45-5271-8373-4a9877cc38d1,,
772d5e34-fe45-5271-8373-4a9877cc38d1,tg:rubgr:1706_#1,e22_Archives,1,isad:rub:2976,"dlod={""name"":""Map 3 (AFG_046)"",""ark"":""ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d"",""uri"":""/repositories/13/archival_objects/318434"",""id"":""isad:rub:2976"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XII: Bird Nester / Misanthrope / Blind / Woman's Head / Magpie / Storm at Sea / Shepherds""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_046)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d,,,,,,,,,,,,
772d5e34-fe45-5271-8373-4a9877cc38d1,tg:rubgr:1706_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
772d5e34-fe45-5271-8373-4a9877cc38d1,tg:rubgr:1706_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1967,permission required
7734485e-4118-5a26-b42e-6e31c66cecaa,tg:rubgr:3308_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:3308_#1,https://data.rubenianum.be//ark:/86530/7734485e-4118-5a26-b42e-6e31c66cecaa,,
7734485e-4118-5a26-b42e-6e31c66cecaa,tg:rubgr:3308_#1,e22_Archives,1,isad:rub:3018,"dlod={""name"":""4: Doubtful \u0026 wrong attributions, copies, lost pictures (AFG_088-092)"",""ark"":""ark:/86530/x0/18bfe704-adad-5bab-b774-541fe28a823b"",""uri"":""/repositories/13/archival_objects/322928"",""id"":""isad:rub:3018"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""4: Doubtful \u0026 wrong attributions, copies, lost pictures (AFG_088-092)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/18bfe704-adad-5bab-b774-541fe28a823b,,,,,,,,,,,,
7734485e-4118-5a26-b42e-6e31c66cecaa,tg:rubgr:3308_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvpk,,,picture postcards,,,,,,,
7734485e-4118-5a26-b42e-6e31c66cecaa,tg:rubgr:3308_#1,e73_CreationTimeSpans,,,,,default_restriction,,,,,,,,,,,permission required
7753fe15-ec32-5885-bf27-b80effc73728,tg:rubgr:5218_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5218_#1,https://data.rubenianum.be//ark:/86530/7753fe15-ec32-5885-bf27-b80effc73728,,
7753fe15-ec32-5885-bf27-b80effc73728,tg:rubgr:5218_#1,e22_Archives,1,isad:rub:3066,"dlod={""name"":""51: Ortelius - Religion \u0026 Biography (AFG_144)"",""ark"":""ark:/86530/x0/f642d6e4-18bf-51eb-b741-50fd432facc5"",""uri"":""/repositories/13/archival_objects/328064"",""id"":""isad:rub:3066"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""51: Ortelius - Religion \u0026 Biography (AFG_144)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/f642d6e4-18bf-51eb-b741-50fd432facc5,,,,,,,,,,,,
7753fe15-ec32-5885-bf27-b80effc73728,tg:rubgr:5218_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
7753fe15-ec32-5885-bf27-b80effc73728,tg:rubgr:5218_#1,e73_CreationTimeSpans,,,,,default_restriction,,,,,,,,,,,permission required
778de8c5-4b55-5c02-afc1-a9a17d76f383,tg:rubgr:1323_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1323_#1,https://data.rubenianum.be//ark:/86530/778de8c5-4b55-5c02-afc1-a9a17d76f383,,
778de8c5-4b55-5c02-afc1-a9a17d76f383,tg:rubgr:1323_#1,e22_Archives,1,isad:rub:2964,"dlod={""name"":""Map 1 (AFG_034)"",""ark"":""ark:/86530/x0/9247fce9-de4b-53a6-96b4-4edc48208edb"",""uri"":""/repositories/13/archival_objects/317150"",""id"":""isad:rub:2964"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""X: Weddings / Peasants Dance""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 1 (AFG_034)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9247fce9-de4b-53a6-96b4-4edc48208edb,,,,,,,,,,,,
778de8c5-4b55-5c02-afc1-a9a17d76f383,tg:rubgr:1323_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvpk,,,picture postcards,,,,,,,
778de8c5-4b55-5c02-afc1-a9a17d76f383,tg:rubgr:1323_#1,e73_CreationTimeSpans,,,,,default_restriction,,,,,,,,,,,permission required
77e6067f-a56b-5e96-87e3-c91eedb35696,tg:rubgr:1792_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1792_#1,https://data.rubenianum.be//ark:/86530/77e6067f-a56b-5e96-87e3-c91eedb35696,,
77e6067f-a56b-5e96-87e3-c91eedb35696,tg:rubgr:1792_#1,e22_Archives,1,isad:rub:2976,"dlod={""name"":""Map 3 (AFG_046)"",""ark"":""ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d"",""uri"":""/repositories/13/archival_objects/318434"",""id"":""isad:rub:2976"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XII: Bird Nester / Misanthrope / Blind / Woman's Head / Magpie / Storm at Sea / Shepherds""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_046)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d,,,,,,,,,,,,
