card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language
e22_Items,1,lhsc,tg:lhsc:1022_#1,K2 B 47 D,17ee46b2-b2fe-5b24-be57-3e424a82118b,17ee46b2-b2fe-5b24-be57-3e424a82118b,tg:lhsc:1022_#1,,161578,,,,,,
e22_Items,1,lhsc,tg:lhsc:1032_#1,K2 B 48 C,d5a47e39-af51-51d5-b25e-19116e12deb6,d5a47e39-af51-51d5-b25e-19116e12deb6,tg:lhsc:1032_#1,tr:lh:4242,82397,,,,,,
e22_Items,1,lhsc,tg:lhsc:3017_#1,K2 B 39 D,5b4db85d-7987-51dd-a1de-db509fb357af,5b4db85d-7987-51dd-a1de-db509fb357af,tg:lhsc:3017_#1,,200092,,,,,,
e22_Items,1,lhsc,tg:lhsc:1667_#1,K2 B 07 A,c2751aee-4f00-5d93-ba6b-750ac0844c12,c2751aee-4f00-5d93-ba6b-750ac0844c12,tg:lhsc:1667_#1,,196921,,,,,,
e22_Items,1,lhsc,tg:lhsc:433_#1,K2 B 56 C,91336410-0882-5f9c-b3eb-b297ba1a1e20,91336410-0882-5f9c-b3eb-b297ba1a1e20,tg:lhsc:433_#1,tr:lh:1055,18952,,,,,,
e22_Items,1,lhsc,tg:lhsc:423_#1,K2,e1beea32-687e-5431-9254-658095ccf7d0,e1beea32-687e-5431-9254-658095ccf7d0,tg:lhsc:423_#1,,144642,,,,,,
e22_Items,1,lhsc,tg:lhsc:9403_#1,K2 B 28 A,0c935fe2-0411-5abe-8395-88ad1dc86d04,0c935fe2-0411-5abe-8395-88ad1dc86d04,tg:lhsc:9403_#1,,,,,,,,
e22_Items,1,lhsc,tg:lhsc:9413_#1,K2 B 42 F,0c65c1ae-f719-524f-8f1d-ca10bc204585,0c65c1ae-f719-524f-8f1d-ca10bc204585,tg:lhsc:9413_#1,,,,isad:lh:96717,,,,
e22_Items,1,lhsc,tg:lhsc:899_#1,K2 B 41 B,4b6c626c-1cb1-5462-8624-c400ed9e8d4d,4b6c626c-1cb1-5462-8624-c400ed9e8d4d,tg:lhsc:899_#1,,54551,,,,,,
e22_Items,1,lhsc,tg:lhsc:889_#1,K2 B 40 D,6538e5ba-fca8-566f-a7be-acba8bd7bce3,6538e5ba-fca8-566f-a7be-acba8bd7bce3,tg:lhsc:889_#1,tr:lh:2103,39867,,isad:lh:96761,,,,
e22_Items,1,lhsc,tg:lhsc:755_#1,K2 B 17 E,01166622-fba1-5761-adb3-7ff9a75e9860,01166622-fba1-5761-adb3-7ff9a75e9860,tg:lhsc:755_#1,,158673,,,,,,
e22_Items,1,lhsc,tg:lhsc:1285_#1,K2 B 65 B,39fb2eaf-13b2-590b-be67-57ef20264f4f,39fb2eaf-13b2-590b-be67-57ef20264f4f,tg:lhsc:1285_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:745_#1,K2 B 15 B,7db21387-2afd-56bb-8451-89350a635ffc,7db21387-2afd-56bb-8451-89350a635ffc,tg:lhsc:745_#1,tr:lh:687,13326/1,,isad:lh:96725,,,,
e22_Items,1,lhsc,tg:lhsc:1295_#1,K2 B 65 B,57ac4f29-99b6-587e-9499-1ddc47be5fa6,57ac4f29-99b6-587e-9499-1ddc47be5fa6,tg:lhsc:1295_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:737_#1,K2 B 16 C,447c6994-4deb-5a61-85af-b11e6114ba35,447c6994-4deb-5a61-85af-b11e6114ba35,tg:lhsc:737_#1,,197275,,,,,,
e22_Items,1,lhsc,tg:lhsc:727_#1,K2 B 15 F,8ebbb024-60b3-5070-a873-a0a51cb89ad3,8ebbb024-60b3-5070-a873-a0a51cb89ad3,tg:lhsc:727_#1,,64969,,,,,,
e22_Items,1,lhsc,tg:lhsc:983_#1,K2 B 45 E,6db60391-fcdf-5cb1-8d64-8987246c5f2d,6db60391-fcdf-5cb1-8d64-8987246c5f2d,tg:lhsc:983_#1,tr:lh:3207,63848,,isad:lh:96748,,,,
e22_Items,1,lhsc,tg:lhsc:993_#1,K2 B 46 B,b37fb23e-4e70-537b-a350-1b570c3040fd,b37fb23e-4e70-537b-a350-1b570c3040fd,tg:lhsc:993_#1,,51600,,,,,,
e22_Items,1,lhsc,tg:lhsc:4284_#1,K2 B 01 A,afefb9b8-14fd-5431-ae1f-9779de7203b8,afefb9b8-14fd-5431-ae1f-9779de7203b8,tg:lhsc:4284_#1,,200713,,,,,,
e22_Items,1,lhsc,tg:lhsc:1181_#1,K2 C 4 B,8bcb2f8a-b61d-5ecb-9845-3a59c702ba23,8bcb2f8a-b61d-5ecb-9845-3a59c702ba23,tg:lhsc:1181_#1,tr:lh:537,10294,,,,,,
e22_Items,1,lhsc,tg:lhsc:1191_#1,K2 B 07 B,fd496775-d96a-5e31-90bb-df6e15cafbc3,fd496775-d96a-5e31-90bb-df6e15cafbc3,tg:lhsc:1191_#1,,30696/3,,,,,,
e22_Items,1,lhsc,tg:lhsc:441_#1,K2 B 58 A,05ea82be-543b-5e93-b96a-1b4f6f34e3b7,05ea82be-543b-5e93-b96a-1b4f6f34e3b7,tg:lhsc:441_#1,,196955,,,,,,
e22_Items,1,lhsc,tg:lhsc:1040_#1,K2 B 48 G,618aaff5-8740-5146-8864-4f4cf6c9258a,618aaff5-8740-5146-8864-4f4cf6c9258a,tg:lhsc:1040_#1,tr:lh:6202,144083,,,,,,
e22_Items,1,lhsc,tg:lhsc:1138_#1,K2 B 00,d6608efd-f956-53d3-baea-77dae1e221d5,d6608efd-f956-53d3-baea-77dae1e221d5,tg:lhsc:1138_#1,tr:lh:6673,164253,,isad:lh:96834,,,,
e22_Items,1,lhsc,tg:lhsc:1050_#1,K2 B 49 C,7319ffea-7a14-5f39-98ff-f3ceccf286f3,7319ffea-7a14-5f39-98ff-f3ceccf286f3,tg:lhsc:1050_#1,,221282,,,,,,
e22_Items,1,lhsc,tg:lhsc:1128_#1,K2 B 59 A,588d9919-e76c-5495-8bc7-c5df2a0b52ab,588d9919-e76c-5495-8bc7-c5df2a0b52ab,tg:lhsc:1128_#1,tr:lh:1223,21155,,,,,,
e22_Items,1,lhsc,tg:lhsc:5993_#1,K2 B 45 C,b894e116-b2ad-5a4d-ab3c-e5a47221af22,b894e116-b2ad-5a4d-ab3c-e5a47221af22,tg:lhsc:5993_#1,,199328,,,,,,
e22_Items,1,lhsc,tg:lhsc:1326_#1,K2 B 68 B,8da62c80-4f7f-517b-9fa5-38b6f84db221,8da62c80-4f7f-517b-9fa5-38b6f84db221,tg:lhsc:1326_#1,,WK256-2,,,,,,
e22_Items,1,lhsc,tg:lhsc:842_#1,K2 B 37 A,f3c6789d-1ad9-500a-837e-9c2d7b3f77cf,f3c6789d-1ad9-500a-837e-9c2d7b3f77cf,tg:lhsc:842_#1,tr:lh:921,16986/2,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:852_#1,K2 B 38 A,e3f3f11f-7e56-53e9-94d1-159a907e8856,e3f3f11f-7e56-53e9-94d1-159a907e8856,tg:lhsc:852_#1,tr:lh:1095,19458/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:1597_#1,K2 B 34 A,00a3713d-c091-572f-b372-f5971dcd2a5d,00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,tr:lh:7669,199595,,,,,,
e22_Items,1,lhsc,tg:lhsc:1984_#1,K2 B 35 b,75c45e5f-188f-5dad-9091-6bdac87668fd,75c45e5f-188f-5dad-9091-6bdac87668fd,tg:lhsc:1984_#1,tr:lh:6595,166130/3,,isad:lh:96771,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1165_#1,K2 C 9,429924ac-8c49-5efc-a8b8-69da507af94a,429924ac-8c49-5efc-a8b8-69da507af94a,tg:lhsc:1165_#1,,30696/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:1175_#1,K2 C 4 B,88808218-af27-5c77-951b-86825c3fb584,88808218-af27-5c77-951b-86825c3fb584,tg:lhsc:1175_#1,tr:lh:537,10294/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:1648_#1,K2 B 33 C,8d23be88-0b16-58d5-a034-69581a95649d,8d23be88-0b16-58d5-a034-69581a95649d,tg:lhsc:1648_#1,,199607,,,,,,
e22_Items,1,lhsc,tg:lhsc:967_#1,K2 B 45 A,4a44674c-484d-522b-aaae-66490ede5e31,4a44674c-484d-522b-aaae-66490ede5e31,tg:lhsc:967_#1,,234390,,,,,,
e22_Items,1,lhsc,tg:lhsc:977_#1,K2 B 45 D,6ebd8442-7384-5968-9843-a46c513b3b51,6ebd8442-7384-5968-9843-a46c513b3b51,tg:lhsc:977_#1,,51543,,,,,,
e22_Items,1,lhsc,tg:lhsc:5057_#1,K2 B 17 D,51554967-b814-5f5b-8180-bcc4796698ef,51554967-b814-5f5b-8180-bcc4796698ef,tg:lhsc:5057_#1,,201586,,,,,,
e22_Items,1,lhsc,tg:lhsc:1203_#1,K2 B 18 E,68f84278-5f70-5033-9974-b12bd9da2ddf,68f84278-5f70-5033-9974-b12bd9da2ddf,tg:lhsc:1203_#1,tr:lh:4120,79878,,isad:lh:96764,,,,
e22_Items,1,lhsc,tg:lhsc:1261_#1,K2 B 62 B,ead5e0b0-64d8-5241-9de3-131e3498928a,ead5e0b0-64d8-5241-9de3-131e3498928a,tg:lhsc:1261_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1309_#1,K2 B 66 B,fdcbc4ae-d245-55db-b473-9b0b39eb1b37,fdcbc4ae-d245-55db-b473-9b0b39eb1b37,tg:lhsc:1309_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1271_#1,K2 B 63 B,9818535b-8562-55e4-92a8-700d50479cd2,9818535b-8562-55e4-92a8-700d50479cd2,tg:lhsc:1271_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:905_#1,K2 B 41 D,d8e36da0-ff99-56d1-98f8-be44bc469b75,d8e36da0-ff99-56d1-98f8-be44bc469b75,tg:lhsc:905_#1,,28412/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:915_#1,K2 B 42 C,9c82c11f-6afa-5fe1-9edb-0376c3ad0c0d,9c82c11f-6afa-5fe1-9edb-0376c3ad0c0d,tg:lhsc:915_#1,,158960,,,,,,
e22_Items,1,lhsc,tg:lhsc:7168_#1,K2 B 53 A,a33583a1-b021-509a-b37a-4f5c4cf8c5d6,a33583a1-b021-509a-b37a-4f5c4cf8c5d6,tg:lhsc:7168_#1,,219230,,,,,,
e22_Items,1,lhsc,tg:lhsc:7366_#1,K2 B Houtblokken (P 285 / I ),214f2484-fed3-50f8-bd73-ed4507beebe3,214f2484-fed3-50f8-bd73-ed4507beebe3,tg:lhsc:7366_#1,,199252,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1107_#1,K2 B 56 B,3ab729b5-44ed-5aed-9b33-94bb2d1ec7ee,3ab729b5-44ed-5aed-9b33-94bb2d1ec7ee,tg:lhsc:1107_#1,,121369,,,,,,
e22_Items,1,lhsc,tg:lhsc:1117_#1,K2 B 57 C,2ed2278c-ebad-50aa-9aa4-fe8df18fc09d,2ed2278c-ebad-50aa-9aa4-fe8df18fc09d,tg:lhsc:1117_#1,tr:lh:2212,42178,,isad:lh:96823,,,,
e22_Items,1,lhsc,tg:lhsc:9373_#1,D 3509 / I,dda227e2-f243-5a55-abdb-5746907113ef,dda227e2-f243-5a55-abdb-5746907113ef,tg:lhsc:9373_#1,tr:lh:97985,300050,K2 B 25 A,,,,,
e22_Items,1,lhsc,tg:lhsc:670_#1,K2 B 07 B,3c9eb9ac-64d6-5172-9740-41a62fd59bb3,3c9eb9ac-64d6-5172-9740-41a62fd59bb3,tg:lhsc:670_#1,tr:lh:4490,86500,,isad:lh:96714,,,,
e22_Items,1,lhsc,tg:lhsc:708_#1,K2 B 14 D,c7c85912-2e2f-5f91-b208-1b42c9fca1f5,c7c85912-2e2f-5f91-b208-1b42c9fca1f5,tg:lhsc:708_#1,tr:lh:4207,81307,,isad:lh:96722,,,,
e22_Items,1,lhsc,tg:lhsc:660_#1,K2 B 03 B,fc4b12d2-a61b-5a6c-857d-a212b2fe7062,fc4b12d2-a61b-5a6c-857d-a212b2fe7062,tg:lhsc:660_#1,tr:lh:1461,26112,,,,,,
e22_Items,1,lhsc,tg:lhsc:718_#1,K2 B 15 A,37cb3a63-0b81-5e93-abdb-cc2afbf1f30f,37cb3a63-0b81-5e93-abdb-cc2afbf1f30f,tg:lhsc:718_#1,tr:lh:507,9685,,,,,,
e22_Items,1,lhsc,tg:lhsc:3385_#1,K2 B 27 C,abb3f2a6-3da4-5961-95ad-99bfff2c7e38,abb3f2a6-3da4-5961-95ad-99bfff2c7e38,tg:lhsc:3385_#1,,200140,,,,,,
e22_Items,1,lhsc,tg:lhsc:1386_#1,K2 B 44 D,eff3e587-0351-55b5-9974-27edafeca57f,eff3e587-0351-55b5-9974-27edafeca57f,tg:lhsc:1386_#1,tr:lh:6595,166134/b,,isad:lh:96771,,,,
e22_Items,1,lhsc,tg:lhsc:656_#1,K2 B 01 B,f9d0d7e6-88b0-5de6-befa-9fea27346cb3,f9d0d7e6-88b0-5de6-befa-9fea27346cb3,tg:lhsc:656_#1,tr:lh:2430,46906,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1198_#1,K2 B Permanente,ae55f51a-3f0d-57b5-af87-55f0790a6633,ae55f51a-3f0d-57b5-af87-55f0790a6633,tg:lhsc:1198_#1,tr:lh:2212,42248,,,,,,
e22_Items,1,lhsc,tg:lhsc:448_#1,K2 B 53 B,c721dd13-7d0b-542a-9317-9f6f83ed94ed,c721dd13-7d0b-542a-9317-9f6f83ed94ed,tg:lhsc:448_#1,tr:lh:2212,42094,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1188_#1,K2 B 1,801190b3-4f3c-5fd4-b29c-8636f2b5570b,801190b3-4f3c-5fd4-b29c-8636f2b5570b,tg:lhsc:1188_#1,tr:lh:9776,234699,,isad:lh:96844,,,,
e22_Items,1,lhsc,tg:lhsc:458_#1,K2 B 57 B,60ece476-cd76-56fb-97b5-e07c2301d90f,60ece476-cd76-56fb-97b5-e07c2301d90f,tg:lhsc:458_#1,tr:lh:607,11922,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1059_#1,K2 B 51 A,d8234818-a607-5abd-b982-7efd2f5ef2ae,d8234818-a607-5abd-b982-7efd2f5ef2ae,tg:lhsc:1059_#1,,63840,,isad:lh:96748,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1121_#1,K2 B 58 B,02189262-b087-538f-93ef-c348651adadf,02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,tr:lh:6342,234662,,,,,,
e22_Items,1,lhsc,tg:lhsc:1049_#1,K2 B 49 C,5773263a-36a0-56ae-bf0d-3bd308f82786,5773263a-36a0-56ae-bf0d-3bd308f82786,tg:lhsc:1049_#1,,35014/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:1131_#1,K2 B 59 B,c2ca5b78-23fa-5b4d-bf9f-e093d02f6429,c2ca5b78-23fa-5b4d-bf9f-e093d02f6429,tg:lhsc:1131_#1,tr:lh:2794,99140,,isad:lh:96703,,,,
e22_Items,1,lhsc,tg:lhsc:1247_#1,K2 B 60 D,df9c6d54-5328-5518-9a46-c41b9b1f43ed,df9c6d54-5328-5518-9a46-c41b9b1f43ed,tg:lhsc:1247_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1257_#1,K2 B 61 C,49e2417c-1c6c-5825-a199-65995aeb7b37,49e2417c-1c6c-5825-a199-65995aeb7b37,tg:lhsc:1257_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:787_#1,K2 B 23 C,371e84a1-7391-511a-86cc-3c75b3b530f1,371e84a1-7391-511a-86cc-3c75b3b530f1,tg:lhsc:787_#1,tr:lh:2212,42281,,,,,,
e22_Items,1,lhsc,tg:lhsc:923_#1,K2 B 43 A,2ff665f5-2a27-5300-a46d-4ab1bebb18c9,2ff665f5-2a27-5300-a46d-4ab1bebb18c9,tg:lhsc:923_#1,,102461/3,,,,,,
e22_Items,1,lhsc,tg:lhsc:933_#1,K2 B 43 F,ee16ea79-38a9-531e-9a2d-3261ed9e9d93,ee16ea79-38a9-531e-9a2d-3261ed9e9d93,tg:lhsc:933_#1,,64371/1,,,,,,
e22_Items,1,lhsc,tg:lhsc:941_#1,K2 B 44 B,dcb8898b-fd16-568e-87e0-9f0cff34d77f,dcb8898b-fd16-568e-87e0-9f0cff34d77f,tg:lhsc:941_#1,tr:lh:3207,63849,,isad:lh:96748,,,,
e22_Items,1,lhsc,tg:lhsc:839_#1,K2 B 36 A,e4936b3f-223f-59c5-855a-3b1b66eaafd5,e4936b3f-223f-59c5-855a-3b1b66eaafd5,tg:lhsc:839_#1,tr:lh:3207,64129,,isad:lh:96748,,,,
e22_Items,1,lhsc,tg:lhsc:951_#1,K2 B 44 D,cf6b29bd-3863-56ca-abec-b7d9077107e2,cf6b29bd-3863-56ca-abec-b7d9077107e2,tg:lhsc:951_#1,tr:lh:3207,63846,,isad:lh:96748,,,,
e22_Items,1,lhsc,tg:lhsc:829_#1,K2 B 33 C,381bbda3-4fb4-5e04-8c69-2938bc18ece8,381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,tr:lh:4207,81306/2,,isad:lh:96722,,,,
e22_Items,1,lhsc,tg:lhsc:1225_#1,K2 B 60 B,11086014-c9e8-56de-b71d-95dd6ed22e61,11086014-c9e8-56de-b71d-95dd6ed22e61,tg:lhsc:1225_#1,tr:lh:5489,108141/b,,isad:lh:96846,,,,
e22_Items,1,lhsc,tg:lhsc:1235_#1,K2 B 61 B,18c211f5-9058-50d2-aeab-6a9970d45327,18c211f5-9058-50d2-aeab-6a9970d45327,tg:lhsc:1235_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1143_#1,K2 B 00,a6062e56-052e-5afb-a35b-00ad177c175c,a6062e56-052e-5afb-a35b-00ad177c175c,tg:lhsc:1143_#1,,221292,,,,,,
e22_Items,1,lhsc,tg:lhsc:52_#1,K2 C 8,522aac1d-4cf8-57bb-aa95-b2fab0f6942e,522aac1d-4cf8-57bb-aa95-b2fab0f6942e,tg:lhsc:52_#1,tr:lh:9959,52520,,isad:lh:96703,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1153_#1,K2 C 4,f5fd1bd0-fed5-513c-904b-b826d40eced3,f5fd1bd0-fed5-513c-904b-b826d40eced3,tg:lhsc:1153_#1,,78339,,,,,,
e22_Items,1,lhsc,tg:lhsc:1706_#1,V1 F,0cd291fa-d30b-5b94-8fbd-f6fdc7f67761,0cd291fa-d30b-5b94-8fbd-f6fdc7f67761,tg:lhsc:1706_#1,,199642,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1082_#1,K2 B 54 B,3ce34279-b226-51ef-b609-81d88a719e05,3ce34279-b226-51ef-b609-81d88a719e05,tg:lhsc:1082_#1,,179253,,,,,,
e22_Items,1,lhsc,tg:lhsc:1092_#1,K2 B 55 A,99f4eebc-fce1-5afe-81da-59d039c4938f,99f4eebc-fce1-5afe-81da-59d039c4938f,tg:lhsc:1092_#1,,57198,,,,,,
e22_Items,1,lhsc,tg:lhsc:880_#1,K2 B 40 B,11632121-3f2f-53be-9ac2-69d27a7d7c9d,11632121-3f2f-53be-9ac2-69d27a7d7c9d,tg:lhsc:880_#1,,43296,,,,,,
e22_Items,1,lhsc,tg:lhsc:890_#1,K2 B 40 D,c4731e05-8086-503a-9a7c-b1dffb9dec4c,c4731e05-8086-503a-9a7c-b1dffb9dec4c,tg:lhsc:890_#1,tr:lh:2413,47410/4,,isad:lh:96759,,,,
e22_Items,1,lhsc,tg:lhsc:1300_#1,K2 B 65 C,f6fa28c9-7f02-549a-8209-819ca3907e63,f6fa28c9-7f02-549a-8209-819ca3907e63,tg:lhsc:1300_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1278_#1,K2 B 63 D,aea52c08-bbe0-5e3c-a48b-4a3d483b446d,aea52c08-bbe0-5e3c-a48b-4a3d483b446d,tg:lhsc:1278_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1310_#1,K2 B 66 B,85de17d4-ae51-584a-a911-4fb9d177c416,85de17d4-ae51-584a-a911-4fb9d177c416,tg:lhsc:1310_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:1268_#1,K2 B 62 B,38fa2281-3afa-549f-8e06-2e642776c0e3,38fa2281-3afa-549f-8e06-2e642776c0e3,tg:lhsc:1268_#1,,WK,,,,,,
e22_Items,1,lhsc,tg:lhsc:864_#1,K2 B 29 B,3b1fef7d-0e94-5f5e-912e-885fe59c9445,3b1fef7d-0e94-5f5e-912e-885fe59c9445,tg:lhsc:864_#1,tr:lh:2565,40286,,,,,,
e22_Items,1,lhsc,tg:lhsc:874_#1,K2 B 39 F,2f9ab465-b289-5579-816d-693bb9ce371d,2f9ab465-b289-5579-816d-693bb9ce371d,tg:lhsc:874_#1,,179590,,,,,,
e22_Items,1,lhsc,tg:lhsc:1623_#1,K2 B 33 B,24dc7772-cd6e-5a3b-9da4-1d790f9a875a,24dc7772-cd6e-5a3b-9da4-1d790f9a875a,tg:lhsc:1623_#1,,199606,,,,,,
e22_Items,1,lhsc,tg:lhsc:1066_#1,K2 B 52 B,b654ab53-5737-56e6-aaa3-309d0d95d17a,b654ab53-5737-56e6-aaa3-309d0d95d17a,tg:lhsc:1066_#1,tr:lh:439,8755,,,,,,
e22_Items,1,lhsc,tg:lhsc:1076_#1,K2 B 54 A,29d1dce8-486c-5d01-879b-633112a29955,29d1dce8-486c-5d01-879b-633112a29955,tg:lhsc:1076_#1,,61168,,,,,,
e22_Items,1,lhsc,tg:lhsc:669_#1,K2 B 05 A,6cb9610f-4f95-5277-970b-ffb84edcd81b,6cb9610f-4f95-5277-970b-ffb84edcd81b,tg:lhsc:669_#1,tr:lh:4490,86499,,isad:lh:96714,,,,
e22_Items,1,lhsc,tg:lhsc:711_#1,K2 B 14 E,b0db3181-4b4c-5bfe-86c2-4effc6fc69dc,b0db3181-4b4c-5bfe-86c2-4effc6fc69dc,tg:lhsc:711_#1,,33733,,,,,,
e22_Items,1,lhsc,tg:lhsc:679_#1,K2 B 07 B,1759cbb3-bbaf-547f-9daa-5f5c2c0b24aa,1759cbb3-bbaf-547f-9daa-5f5c2c0b24aa,tg:lhsc:679_#1,,80034,,,,,,
e22_Items,1,lhsc,tg:lhsc:701_#1,K2 B 14 C,75c6c96d-4005-56cd-b637-958469faae71,75c6c96d-4005-56cd-b637-958469faae71,tg:lhsc:701_#1,tr:lh:6630,163893/A,,isad:lh:96721,,,,
e22_Items,1,lhsc,tg:lhsc:773_#1,K2 B 19 E,c8c1a283-4366-537b-8d50-1d0a115597c6,c8c1a283-4366-537b-8d50-1d0a115597c6,tg:lhsc:773_#1,tr:lh:429,8642/1,,isad:lh:96737,,,,
e22_Items,1,lhsc,tg:lhsc:763_#1,K2 B 18 C,8717f477-0923-549d-983f-e64488586419,8717f477-0923-549d-983f-e64488586419,tg:lhsc:763_#1,,75198,,,,,,
e22_Items,1,lhsc,tg:lhsc:415_#1,K2 B 02 A,c458bcf2-c750-5d2d-9885-0c4de1238702,c458bcf2-c750-5d2d-9885-0c4de1238702,tg:lhsc:415_#1,,64371,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:405_#1,V2 A,aa42d23c-fc56-5180-9e50-254320b50971,aa42d23c-fc56-5180-9e50-254320b50971,tg:lhsc:405_#1,tr:lh:537,10294/bis,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1004_#1,K2 B 46 E,d4f477c7-6ab7-52d2-9b77-9cb3f2967237,d4f477c7-6ab7-52d2-9b77-9cb3f2967237,tg:lhsc:1004_#1,,74470,,,,,,
e22_Items,1,lhsc,tg:lhsc:1014_#1,K2 B 47 B,f343dbac-742b-5893-8092-2e240cf0def7,f343dbac-742b-5893-8092-2e240cf0def7,tg:lhsc:1014_#1,,51538,,,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:2206_#1,K2 B 37 A,22208e5e-b7b1-5133-9064-0525bd615da8,22208e5e-b7b1-5133-9064-0525bd615da8,tg:lhsc:2206_#1,,200342,,,,,,
e22_Items,1,lhsc,tg:lhsc:806_#1,K2 B 28 B,93013122-1dd2-5962-bdbf-a67306ca4c86,93013122-1dd2-5962-bdbf-a67306ca4c86,tg:lhsc:806_#1,tr:lh:2408,46912,,isad:lh:96740,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:816_#1,K2 B 29 A,67ef3439-0fdb-5319-8473-f63f73db6585,67ef3439-0fdb-5319-8473-f63f73db6585,tg:lhsc:816_#1,tr:lh:2212,42291/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:1372_#1,K2 B 77 B,0f5fb702-962a-5d7e-9d54-13aef0b299e3,0f5fb702-962a-5d7e-9d54-13aef0b299e3,tg:lhsc:1372_#1,tr:lh:2924,59138,,isad:lh:96798,,,,
e22_Items,1,lhsc,tg:lhsc:443_#1,K2 B 57 A,20f6d9e4-3dc2-52c9-bc65-4109a9ef3b99,20f6d9e4-3dc2-52c9-bc65-4109a9ef3b99,tg:lhsc:443_#1,,49927,,,,,,
e22_Items,1,lhsc,tg:lhsc:1193_#1,K2 B Permanente,b6327b97-5b82-552d-b795-165fea0cf610,b6327b97-5b82-552d-b795-165fea0cf610,tg:lhsc:1193_#1,tr:lh:2212,42246,,,,,,
e22_Items,1,lhsc,tg:lhsc:453_#1,K2 B,a66f61a6-3641-5f8b-803c-ab42955ef820,a66f61a6-3641-5f8b-803c-ab42955ef820,tg:lhsc:453_#1,,78341,,isad:lh:96801,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:1183_#1,,724caf69-ff81-5d66-9af2-93c8b8082f47,724caf69-ff81-5d66-9af2-93c8b8082f47,tg:lhsc:1183_#1,tr:lh:5520,108699,,isad:lh:96839,,,remarks,Nederlands
e22_Items,1,lhsc,tg:lhsc:991_#1,K2 B 46 A,0ef9b481-d539-50f0-be94-7f3cfb9108e8,0ef9b481-d539-50f0-be94-7f3cfb9108e8,tg:lhsc:991_#1,tr:lh:3055,60961,,isad:lh:96781,,,,
e22_Items,1,lhsc,tg:lhsc:981_#1,K2 B 45 E,a8ceac16-3aca-5367-95a4-5e11bb384cda,a8ceac16-3aca-5367-95a4-5e11bb384cda,tg:lhsc:981_#1,,43297/2,,,,,,
e22_Items,1,lhsc,tg:lhsc:725_#1,K2 B 15 E,034f1ac0-3162-51c9-993a-1ec2408808a3,034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,,221309/13,,,,,,
e22_Items,1,lhsc,tg:lhsc:735_#1,K2 B 16 B0,47062a32-0963-5092-a905-3321f79f6e22,47062a32-0963-5092-a905-3321f79f6e22,tg:lhsc:735_#1,,54812,,,,,,
e22_Items,1,lhsc,tg:lhsc:928_#1,K2 B 43 C,92e2ce8f-7bf9-55ef-af83-12d0e847be69,92e2ce8f-7bf9-55ef-af83-12d0e847be69,tg:lhsc:928_#1,tr:lh:6630,163895/B,,isad:lh:96721,,,,
e22_Items,1,lhsc,tg:lhsc:850_#1,K2 B 37 C,e2a3a9e3-53ae-5385-b00a-42bdf90c3aa6,e2a3a9e3-53ae-5385-b00a-42bdf90c3aa6,tg:lhsc:850_#1,tr:lh:2212,42224,,,,,,
