ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Annotation Type,Annotation Language,Annotation,Description Type,Description Language,Description,au_code,au_name,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Start Date,End Date,Connected Subject Role,Connected Subject Widget
833c865b-1a97-53ed-a6e3-9d51d742b161,e73_MaterialRecords,tg:mmbdc:133,1,,,,,,,9d19defb-127d-5313-b609-802cb7408c7a,tg:mmbdc:133_#1,"[{""resourceId"": ""9d19defb-127d-5313-b609-802cb7408c7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c4fe9b2b-dca7-4597-883d-c385384163df"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,AA,tg:mmbdc:132,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/83c53c53-f84f-5936-986a-c4b77c928be4,object identifier,tg:mmbdc:132,record identifiers,MMB.A.1667,constructed titles,Twee notities over een medaille gegraveerd naar aanleiding van de sloop van de citadel van Antwerpen in 1577,Dutch (language),Documenten,remarks,Nederlands,MMB.1688,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_Copyrights,tg:mmbdc:132,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_CreationActors,tg:mmbdc:132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_ExternalRelations,tg:mmbdc:132,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1688,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_MaterialRecords,tg:mmbdc:132,1,,,,,,,6f1864a9-eada-5f73-bea6-5483539a4ad0,tg:mmbdc:132_#1,"[{""resourceId"": ""6f1864a9-eada-5f73-bea6-5483539a4ad0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fc755148-bf78-4448-a78d-279a883b4521"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,AA,tg:mmbdc:101,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,object identifier,tg:mmbdc:101,record identifiers,MMB.A.1523,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_Copyrights,tg:mmbdc:101,,begindatum,,,,,,,,,1917,In Copyright,2032,,,,,,,,,,,,,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_CreationActors,tg:mmbdc:101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe"",""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""resourceArk"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_CreationActors,tg:mmbdc:101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115284:1,"Verelst, Willem",signers,,"dlod={""suggest"":[""/agents/people/12220104"",""au::115284"",""au::115284:1"",""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""Willem Verelst"",""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50""],""name"":""Willem Verelst"",""ark"":""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50"",""uri"":""/agents/people/12220104"",""id"":""au::115284:1"",""resourceArk"":""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_CreationPlaces,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_CreationTimeSpans,tg:mmbdc:101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1917-10-29,1917-12-01,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_MaterialRecords,tg:mmbdc:101,1,,,,,,,17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,"[{""resourceId"": ""17adbd28-c62d-5c4a-91c2-e7973e7f0fd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fcf03048-8d72-4da0-a791-d7b68dbeb549"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,AA,tg:mmbdc:31,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8a105af3-6e4b-5275-817c-2d54bd0ca8d4,object identifier,tg:mmbdc:31,record identifiers,MMB.A.1237,constructed titles,"Kwitantie jachtpacht voor 406,80 fr.",Dutch (language),Documenten,,,,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_ConnectedSubjects,tg:mmbdc:31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_Copyrights,tg:mmbdc:31,,begindatum,,,,,,,,,1899,No Known Copyright,2014,,,,,,,,,,,,,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_CreationActors,tg:mmbdc:31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taymann, Florent",signers,"Taymann, Florent (Gesigneerd door)",,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_CreationTimeSpans,tg:mmbdc:31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899-06-27,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_MaterialRecords,tg:mmbdc:31,1,,,,,,,4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,"[{""resourceId"": ""4dcc783d-aa40-5a6b-bb15-47e95e268bd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1254513e-3abb-441a-bc9a-1b7157c0a863"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,AA,tg:mmbdc:149,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,object identifier,tg:mmbdc:149,record identifiers,MMB.A.2488,titles proper,"Van Mieris, Guillaume. Le Galant",French (language),Documenten,,,,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1908,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_Copyrights,tg:mmbdc:149,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,,,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_CreationActors,tg:mmbdc:149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::5179:1,"Delbeke, August",authors,,"dlod={""suggest"":[""/agents/people/554153"",""au::5179"",""au::5179:1"",""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""August Delbeke"",""ark:/83110/x0/d24b28cd-bad0-596d-b33a-0bacd3bf50d5""],""name"":""August Delbeke"",""ark"":""ark:/83110/x0/d24b28cd-bad0-596d-b33a-0bacd3bf50d5"",""uri"":""/agents/people/554153"",""id"":""au::5179:1"",""resourceArk"":""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_CreationTimeSpans,tg:mmbdc:149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_MaterialRecords,tg:mmbdc:149,1,,,,,,,14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,"[{""resourceId"": ""14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e0974e0a-62dc-4cad-bf20-5f55fa6a0dd4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,AA,tg:mmbdc:122,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8b9b723b-a1af-565e-a376-c1466a9b4464,object identifier,tg:mmbdc:122,record identifiers,MMB.A.1656,constructed titles,Notitie over verschillende medaillons,Dutch (language),Documenten,,,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_Copyrights,tg:mmbdc:122,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_CreationActors,tg:mmbdc:122,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_MaterialRecords,tg:mmbdc:122,1,,,,,,,bdf471e1-748a-5f64-ba1d-67635bb191c4,tg:mmbdc:122_#1,"[{""resourceId"": ""bdf471e1-748a-5f64-ba1d-67635bb191c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a4ce90bd-e20c-4589-b78a-e76f67150c43"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,AA,tg:mmbdc:38,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8f038c31-f312-5abf-9fae-aebefcd38e77,object identifier,tg:mmbdc:38,record identifiers,MMB.A.1263,constructed titles,Diploma van Fritz Mayer van den Bergh,Dutch (language),Documenten,,,,,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_ConnectedSubjects,tg:mmbdc:38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_Copyrights,tg:mmbdc:38,,begindatum,,,,,,,,,1878,No Copyright - Public Domain Mark 1.0,1993,,,,,,,,,,,,,,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_CreationTimeSpans,tg:mmbdc:38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1878-07-12,1878-08-09,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_MaterialRecords,tg:mmbdc:38,1,,,,,,,99261f7e-2bb0-5100-ba1f-eedeb67e816f,tg:mmbdc:38_#1,"[{""resourceId"": ""99261f7e-2bb0-5100-ba1f-eedeb67e816f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""16fba53d-6fba-433c-99bb-f391a0e47123"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,AA,tg:mmbdc:116,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/90d4aae4-f547-5cc7-a03a-1211a0b50dee,object identifier,tg:mmbdc:116,record identifiers,MMB.A.1621,constructed titles,Visitekaartje: 'Fabrique & dépôt filigrane Emile Forte Gênes',Dutch (language),Documenten,,,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_ConnectedSubjects,tg:mmbdc:116,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forte, Emile",,,,,,subjects (content of works),
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_Copyrights,tg:mmbdc:116,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_MaterialRecords,tg:mmbdc:116,1,,,,,,,78113b5e-98ce-55a7-b162-97ee1f68c18e,tg:mmbdc:116_#1,"[{""resourceId"": ""78113b5e-98ce-55a7-b162-97ee1f68c18e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2f3a609c-84b2-4c11-a98a-cd7706302206"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,AA,tg:mmbdc:78,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/92dc80d1-5388-5313-93c1-582e99f23e9f,object identifier,tg:mmbdc:78,record identifiers,MMB.A.1470,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_Copyrights,tg:mmbdc:78,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_CreationActors,tg:mmbdc:78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::44481:1,Bellemans Frères,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4759467"",""au::44481"",""au::44481:1"",""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""Bellemans Frères"",""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96""],""name"":""Bellemans Frères"",""ark"":""ark:/83110/x0/6e6edb1e-0bf2-5d1a-aeb6-0bf6b3103d96"",""uri"":""/agents/corporate_entities/4759467"",""id"":""au::44481:1"",""resourceArk"":""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_CreationTimeSpans,tg:mmbdc:78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916-12-31,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_MaterialRecords,tg:mmbdc:78,1,,,,,,,ac173f3e-8686-522f-822f-65da8b62f45c,tg:mmbdc:78_#1,"[{""resourceId"": ""ac173f3e-8686-522f-822f-65da8b62f45c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c0a85966-38f7-4503-b695-c70b5fd95837"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,AA,tg:mmbdc:72,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/93e90445-472a-5e69-8889-bb123cb5d599,object identifier,tg:mmbdc:72,record identifiers,MMB.A.1463,constructed titles,Uitgaven Sint Henricusstichting 1904-1905,Dutch (language),Documenten,,,,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_Copyrights,tg:mmbdc:72,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_CreationTimeSpans,tg:mmbdc:72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904-10-07,1905-04-08,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_MaterialRecords,tg:mmbdc:72,1,,,,,,,453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,"[{""resourceId"": ""453127f6-9b63-5d18-8c75-088d79912275"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4547adeb-f677-4dbf-a6e8-3362bb41927a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,AA,tg:mmbdc:162,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/944778d9-1aa3-57cc-8c2b-1530d4636715,object identifier,tg:mmbdc:162,record identifiers,MMB.A.2519,constructed titles,Omslag voor tekeningen,Dutch (language),Documenten,remarks,Nederlands,bevatte oorspronkelijk de tekeningen MMB.A.2501-MMB.A.2518,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_Copyrights,tg:mmbdc:162,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_MaterialRecords,tg:mmbdc:162,1,,,,,,,385568ec-d7be-5d72-bd98-8a807a57f5e4,tg:mmbdc:162_#1,"[{""resourceId"": ""385568ec-d7be-5d72-bd98-8a807a57f5e4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0f7675e9-e5f6-4378-8a2a-ff9a713d583b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,AA,tg:mmbdc:97,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/969cb11b-cb9b-5e7f-8942-b598386487cc,object identifier,tg:mmbdc:97,record identifiers,MMB.A.1519,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_Copyrights,tg:mmbdc:97,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_CreationActors,tg:mmbdc:97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe"",""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""resourceArk"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_CreationActors,tg:mmbdc:97,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115284:1,"Verelst, Willem",dedicatees,,"dlod={""suggest"":[""/agents/people/12220104"",""au::115284"",""au::115284:1"",""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""Willem Verelst"",""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50""],""name"":""Willem Verelst"",""ark"":""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50"",""uri"":""/agents/people/12220104"",""id"":""au::115284:1"",""resourceArk"":""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_CreationTimeSpans,tg:mmbdc:97,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916-05-09,1916-05-18,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_MaterialRecords,tg:mmbdc:97,1,,,,,,,40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,"[{""resourceId"": ""40826350-1b02-5180-ac0b-493757181ae6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a5b2e305-6864-4d4c-8755-5e1c11c8a942"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,AA,tg:mmbdc:112,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/975f495e-f7bc-5fad-a859-5f17f3ef3684,object identifier,tg:mmbdc:112,record identifiers,MMB.A.1616,constructed titles,Rekening van Jules Joris aan Alphonse Cols,Dutch (language),Documenten,,,,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_ConnectedSubjects,tg:mmbdc:112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::27863:1,"Cols, Alphonse",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols"",""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/0b9470b1-62f6-58c8-b439-1d2313456ecc"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""resourceArk"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_Copyrights,tg:mmbdc:112,,begindatum,,,,,,,,,1911,In Copyright,2026,,,,,,,,,,,,,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_CreationActors,tg:mmbdc:112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joris, Jules",authors,"Joris, Jules (Auteur)",,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_CreationTimeSpans,tg:mmbdc:112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911-03-31,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_MaterialRecords,tg:mmbdc:112,1,,,,,,,ad3e5605-4fcb-57b3-99cf-4315b9fc8f11,tg:mmbdc:112_#1,"[{""resourceId"": ""ad3e5605-4fcb-57b3-99cf-4315b9fc8f11"", ""ontologyProperty"": """", ""resourceXresourceId"": ""681c6d0c-4a59-45af-9480-ffa1260db193"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
