ResourceID,mmb_id_mat,card,order,Acquisition Widget,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,source_field,source_date,Restriction Type,Image URL,Image Manifest,Image Manifest Type,Image URL Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type
926ae845-ce4c-53c4-834e-c655edd31184,tg:mmbdc:59_#1,e22_Archives,1,,"dlod={""name"":""Organisatie"",""ark"":""ark:/59511/x0/66345675-8bda-525b-93a5-90060a9cfb91"",""uri"":""/repositories/15/archival_objects/20385198"",""id"":""isad:mmb:35"",""capacity"":""Organisatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
926ae845-ce4c-53c4-834e-c655edd31184,,e22_Dimensions,,,,129 x 192 mm,129,hoogte,millimeters,,,,,,,,,,,,,,
926ae845-ce4c-53c4-834e-c655edd31184,,e22_Dimensions,,,,129 x 192 mm,192,breedte,millimeters,,,,,,,,,,,,,,
926ae845-ce4c-53c4-834e-c655edd31184,tg:mmbdc:59_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/v2GwMuoHQHXdWMBR8TlWiuPA,https://dams.antwerpen.be/iiif/v2GwMuoHQHXdWMBR8TlWiuPA/manifest,DAMS Manifest,DAMS Image,,,,,,,
926ae845-ce4c-53c4-834e-c655edd31184,tg:mmbdc:59_#1,e22_UsageRestrictions,,,,,,,,begindatum,1906,permission required,,,,,,,,,,,
9322239b-d5aa-5637-b103-47cdc4452370,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:33_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9322239b-d5aa-5637-b103-47cdc4452370,Doos A.IX,,obituaries
9322239b-d5aa-5637-b103-47cdc4452370,tg:mmbdc:33_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
9322239b-d5aa-5637-b103-47cdc4452370,,e22_Dimensions,,,,103 x 66 mm,103,hoogte,millimeters,,,,,,,,,,,,,,
9322239b-d5aa-5637-b103-47cdc4452370,,e22_Dimensions,,,,103 x 66 mm,66,breedte,millimeters,,,,,,,,,,,,,,
9322239b-d5aa-5637-b103-47cdc4452370,tg:mmbdc:33_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/R2SiSigVhhKycdIRegYe2Sex,https://dams.antwerpen.be/iiif/R2SiSigVhhKycdIRegYe2Sex/manifest,DAMS Manifest,DAMS Image,,,,,,,
9322239b-d5aa-5637-b103-47cdc4452370,tg:mmbdc:33_#1,e22_UsageRestrictions,,,,,,,,begindatum,1901,permission required,,,,,,,,,,,
96240b4f-302d-587d-880e-d859f603eaec,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:126_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/96240b4f-302d-587d-880e-d859f603eaec,Doos A.XII,,files (document groupings)
96240b4f-302d-587d-880e-d859f603eaec,tg:mmbdc:126_#1,e22_Archives,1,,"dlod={""name"":""Losse notities"",""ark"":""ark:/59511/x0/118ad384-8a4c-51fb-9a9c-5d85ec0cd339"",""uri"":""/repositories/15/archival_objects/20385175"",""id"":""isad:mmb:12"",""capacity"":""Losse notities"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
96240b4f-302d-587d-880e-d859f603eaec,,e22_Dimensions,,,,266 x 355 mm,266,hoogte,millimeters,,,,,,,,,,,,,,
96240b4f-302d-587d-880e-d859f603eaec,,e22_Dimensions,,,,266 x 355 mm,355,breedte,millimeters,,,,,,,,,,,,,,
96240b4f-302d-587d-880e-d859f603eaec,tg:mmbdc:126_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/c29QQkdPfVvwiLeYoYlOgx8J,https://dams.antwerpen.be/iiif/c29QQkdPfVvwiLeYoYlOgx8J/manifest,DAMS Manifest,DAMS Image,,,,,,,
96240b4f-302d-587d-880e-d859f603eaec,tg:mmbdc:126_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:67_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9710f729-049f-5d1a-a298-4ae1e56f1a9d,Doos A.XI,,financial records
9710f729-049f-5d1a-a298-4ae1e56f1a9d,tg:mmbdc:67_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,tg:mmbdc:67_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,,e22_Dimensions,,,,274 x 219 mm,274,hoogte,millimeters,,,,,,,,,,,,,,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,,e22_Dimensions,,,,274 x 219 mm,219,breedte,millimeters,,,,,,,,,,,,,,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,tg:mmbdc:67_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/Y1ZpcgCpaDWcOBVaQJkd9wzc,https://dams.antwerpen.be/iiif/Y1ZpcgCpaDWcOBVaQJkd9wzc/manifest,DAMS Manifest,DAMS Image,,,,,,,
9710f729-049f-5d1a-a298-4ae1e56f1a9d,tg:mmbdc:67_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,
97ba37de-55f5-57ce-ad51-8119e6255eda,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:159_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/97ba37de-55f5-57ce-ad51-8119e6255eda,"groot depot, kast 14",,files (document groupings)
97ba37de-55f5-57ce-ad51-8119e6255eda,tg:mmbdc:159_#1,e22_Archives,1,,"dlod={""name"":""Werken uit de collectie Micheli, aangekocht in Parijs 1898"",""ark"":""ark:/59511/x0/c3fa1022-7389-518b-bebb-06e2e0df464a"",""uri"":""/repositories/15/archival_objects/20385171"",""id"":""isad:mmb:8"",""capacity"":""Werken uit de collectie Micheli, aangekocht in Parijs 1898"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
97ba37de-55f5-57ce-ad51-8119e6255eda,,e22_Dimensions,,,,150 x 100 mm,150,hoogte,millimeters,,,,,,,,,,,,,,
97ba37de-55f5-57ce-ad51-8119e6255eda,,e22_Dimensions,,,,150 x 100 mm,100,breedte,millimeters,,,,,,,,,,,,,,
97ba37de-55f5-57ce-ad51-8119e6255eda,tg:mmbdc:159_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/RMGnOwdJRAjWHKIRnBDupg7l,https://dams.antwerpen.be/iiif/RMGnOwdJRAjWHKIRnBDupg7l/manifest,DAMS Manifest,DAMS Image,,,,,,,
97ba37de-55f5-57ce-ad51-8119e6255eda,tg:mmbdc:159_#1,e22_UsageRestrictions,,,,,,,,begindatum,1898,permission required,,,,,,,,,,,
99261f7e-2bb0-5100-ba1f-eedeb67e816f,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:38_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/99261f7e-2bb0-5100-ba1f-eedeb67e816f,Doos A.IX,,testimonials
99261f7e-2bb0-5100-ba1f-eedeb67e816f,tg:mmbdc:38_#1,e22_Archives,1,,"dlod={""name"":""Officiële documenten"",""ark"":""ark:/59511/x0/3dfc2778-8abf-5888-80cc-d4cf86d6b26e"",""uri"":""/repositories/15/archival_objects/20385203"",""id"":""isad:mmb:40"",""capacity"":""Officiële documenten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
99261f7e-2bb0-5100-ba1f-eedeb67e816f,,e22_Dimensions,,,,359 x 462 mm,359,hoogte,millimeters,,,,,,,,,,,,,,
99261f7e-2bb0-5100-ba1f-eedeb67e816f,,e22_Dimensions,,,,359 x 462 mm,462,breedte,millimeters,,,,,,,,,,,,,,
99261f7e-2bb0-5100-ba1f-eedeb67e816f,tg:mmbdc:38_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/P2aUiXHaRSpPY9hxZWC4m6um,https://dams.antwerpen.be/iiif/P2aUiXHaRSpPY9hxZWC4m6um/manifest,DAMS Manifest,DAMS Image,,,,,,,
99261f7e-2bb0-5100-ba1f-eedeb67e816f,tg:mmbdc:38_#1,e22_UsageRestrictions,,,,,,,,begindatum,1878,open,,,,,,,,,,,
99653bf6-4f4e-5041-9fee-8c23f9ea8143,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:143_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/99653bf6-4f4e-5041-9fee-8c23f9ea8143,Doos A.XVIII,,files (document groupings)
99653bf6-4f4e-5041-9fee-8c23f9ea8143,tg:mmbdc:143_#1,e22_Archives,1,,"dlod={""name"":""Plannen, uitnodigingen, notities en documentatie"",""ark"":""ark:/59511/x0/fe7842a3-eadc-51b9-8a55-d802bf7460d6"",""uri"":""/repositories/15/archival_objects/20385177"",""id"":""isad:mmb:14"",""capacity"":""Plannen, uitnodigingen, notities en documentatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
99653bf6-4f4e-5041-9fee-8c23f9ea8143,,e22_Dimensions,,,,228 x 284 mm,228,hoogte,millimeters,,,,,,,,,,,,,,
99653bf6-4f4e-5041-9fee-8c23f9ea8143,,e22_Dimensions,,,,228 x 284 mm,284,breedte,millimeters,,,,,,,,,,,,,,
99653bf6-4f4e-5041-9fee-8c23f9ea8143,tg:mmbdc:143_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/s1nchGOORBlvIYIgnlSHN18D,https://dams.antwerpen.be/iiif/s1nchGOORBlvIYIgnlSHN18D/manifest,DAMS Manifest,DAMS Image,,,,,,,
99653bf6-4f4e-5041-9fee-8c23f9ea8143,tg:mmbdc:143_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
9a28002b-ba44-5e42-8248-4056ae98f698,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:18_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9a28002b-ba44-5e42-8248-4056ae98f698,Doos A.IX,,obituaries
9a28002b-ba44-5e42-8248-4056ae98f698,tg:mmbdc:18_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
9a28002b-ba44-5e42-8248-4056ae98f698,,e22_Dimensions,,,,102 x 66 mm,102,hoogte,millimeters,,,,,,,,,,,,,,
9a28002b-ba44-5e42-8248-4056ae98f698,,e22_Dimensions,,,,102 x 66 mm,66,breedte,millimeters,,,,,,,,,,,,,,
9a28002b-ba44-5e42-8248-4056ae98f698,tg:mmbdc:18_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/N1qJ7KarLeueVqAYlNa5IUIG,https://dams.antwerpen.be/iiif/N1qJ7KarLeueVqAYlNa5IUIG/manifest,DAMS Manifest,DAMS Image,,,,,,,
9a28002b-ba44-5e42-8248-4056ae98f698,tg:mmbdc:18_#1,e22_UsageRestrictions,,,,,,,,begindatum,1894,permission required,,,,,,,,,,,
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:24_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9c7e7b2a-bdac-540e-a685-2fbfa433ca79,Doos A.IX,,obituaries
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,tg:mmbdc:24_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,,e22_Dimensions,,,,108 x 72 mm,108,hoogte,millimeters,,,,,,,,,,,,,,
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,,e22_Dimensions,,,,108 x 72 mm,72,breedte,millimeters,,,,,,,,,,,,,,
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,tg:mmbdc:24_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/A1rfdPUaDWOmMGiQRX1yjbrB#id,https://dams.antwerpen.be/iiif/A1rfdPUaDWOmMGiQRX1yjbrB#id/manifest,DAMS Manifest,DAMS Image,,,,,,,
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,tg:mmbdc:24_#1,e22_UsageRestrictions,,,,,,,,begindatum,1885,open,,,,,,,,,,,
9d0d1c72-e334-572f-8c54-2611947cc798,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:157_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9d0d1c72-e334-572f-8c54-2611947cc798,Doos A.XIX,,files (document groupings)
9d0d1c72-e334-572f-8c54-2611947cc798,tg:mmbdc:157_#1,e22_Archives,1,,"dlod={""name"":""Catalogus kant 1911"",""ark"":""ark:/59511/x0/5edcb0ef-da1b-5db0-9c53-7138ade73ff4"",""uri"":""/repositories/15/archival_objects/20385188"",""id"":""isad:mmb:25"",""capacity"":""Catalogus kant 1911"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
9d0d1c72-e334-572f-8c54-2611947cc798,,e22_Dimensions,,,,116 x 184 mm,116,hoogte,millimeters,,,,,,,,,,,,,,
9d0d1c72-e334-572f-8c54-2611947cc798,,e22_Dimensions,,,,116 x 184 mm,184,breedte,millimeters,,,,,,,,,,,,,,
9d0d1c72-e334-572f-8c54-2611947cc798,tg:mmbdc:157_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/H2eSOODWRHi7jDZTZcW1yT8R,https://dams.antwerpen.be/iiif/H2eSOODWRHi7jDZTZcW1yT8R/manifest,DAMS Manifest,DAMS Image,,,,,,,
9d0d1c72-e334-572f-8c54-2611947cc798,tg:mmbdc:157_#1,e22_UsageRestrictions,,,,,,,,begindatum,1905,permission required,,,,,,,,,,,
9d19defb-127d-5313-b609-802cb7408c7a,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:133_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9d19defb-127d-5313-b609-802cb7408c7a,Doos A.XII,,files (document groupings)
9d19defb-127d-5313-b609-802cb7408c7a,tg:mmbdc:133_#1,e22_Archives,1,,"dlod={""name"":""Losse notities"",""ark"":""ark:/59511/x0/118ad384-8a4c-51fb-9a9c-5d85ec0cd339"",""uri"":""/repositories/15/archival_objects/20385175"",""id"":""isad:mmb:12"",""capacity"":""Losse notities"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
9d19defb-127d-5313-b609-802cb7408c7a,,e22_Dimensions,,,,202 x 123 mm,202,hoogte,millimeters,,,,,,,,,,,,,,
9d19defb-127d-5313-b609-802cb7408c7a,,e22_Dimensions,,,,202 x 123 mm,123,breedte,millimeters,,,,,,,,,,,,,,
9d19defb-127d-5313-b609-802cb7408c7a,tg:mmbdc:133_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/yh9XoXGacdgANRfJD29OJzed,https://dams.antwerpen.be/iiif/yh9XoXGacdgANRfJD29OJzed/manifest,DAMS Manifest,DAMS Image,,,,,,,
9d19defb-127d-5313-b609-802cb7408c7a,tg:mmbdc:133_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:91_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9ef7dfbb-91f4-565a-9778-06a6218e4f18,Doos A.XI,,financial records
9ef7dfbb-91f4-565a-9778-06a6218e4f18,tg:mmbdc:91_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,tg:mmbdc:91_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,,e22_Dimensions,,,,148 x 223 mm,148,hoogte,millimeters,,,,,,,,,,,,,,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,,e22_Dimensions,,,,148 x 223 mm,223,breedte,millimeters,,,,,,,,,,,,,,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,tg:mmbdc:91_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/p1VEoqXSudPLSagTftrQOyJu,https://dams.antwerpen.be/iiif/p1VEoqXSudPLSagTftrQOyJu/manifest,DAMS Manifest,DAMS Image,,,,,,,
9ef7dfbb-91f4-565a-9778-06a6218e4f18,tg:mmbdc:91_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,
a39d2554-024b-53c7-8137-dd20a621aa6a,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:71_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a39d2554-024b-53c7-8137-dd20a621aa6a,Doos A.XI,,financial records
a39d2554-024b-53c7-8137-dd20a621aa6a,tg:mmbdc:71_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
a39d2554-024b-53c7-8137-dd20a621aa6a,tg:mmbdc:71_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
a39d2554-024b-53c7-8137-dd20a621aa6a,,e22_Dimensions,,,,180 x 205 mm,180,hoogte,millimeters,,,,,,,,,,,,,,
a39d2554-024b-53c7-8137-dd20a621aa6a,,e22_Dimensions,,,,180 x 205 mm,205,breedte,millimeters,,,,,,,,,,,,,,
a39d2554-024b-53c7-8137-dd20a621aa6a,tg:mmbdc:71_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/CcQNKHSicelJNoNqhxWR7epL,https://dams.antwerpen.be/iiif/CcQNKHSicelJNoNqhxWR7epL/manifest,DAMS Manifest,DAMS Image,,,,,,,
a39d2554-024b-53c7-8137-dd20a621aa6a,tg:mmbdc:71_#1,e22_UsageRestrictions,,,,,,,,begindatum,1914,permission required,,,,,,,,,,,
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:30_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,Doos A.IX,,financial records
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,tg:mmbdc:30_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/3714ace7-93bb-5e32-899d-1233749651df"",""uri"":""/repositories/15/archival_objects/20385205"",""id"":""isad:mmb:42"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,,e22_Dimensions,,,,105 x 112 mm,105,hoogte,millimeters,,,,,,,,,,,,,,
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,,e22_Dimensions,,,,105 x 112 mm,112,breedte,millimeters,,,,,,,,,,,,,,
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,tg:mmbdc:30_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/DBlTnLXO7ZS9KEOZbC8eSaPg,https://dams.antwerpen.be/iiif/DBlTnLXO7ZS9KEOZbC8eSaPg/manifest,DAMS Manifest,DAMS Image,,,,,,,
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,tg:mmbdc:30_#1,e22_UsageRestrictions,,,,,,,,begindatum,1895,permission required,,,,,,,,,,,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:110_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,Doos A.XII,,files (document groupings)
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,tg:mmbdc:110_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,tg:mmbdc:110_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,,e22_Dimensions,,,,95 x 62 mm,95,hoogte,millimeters,,,,,,,,,,,,,,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,,e22_Dimensions,,,,95 x 62 mm,62,breedte,millimeters,,,,,,,,,,,,,,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,tg:mmbdc:110_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/h1aFH8YCRPaDMNINXKfcYXl9,https://dams.antwerpen.be/iiif/h1aFH8YCRPaDMNINXKfcYXl9/manifest,DAMS Manifest,DAMS Image,,,,,,,
a689281c-ccfb-5b4d-b28c-f1bf3130c8ff,tg:mmbdc:110_#1,e22_UsageRestrictions,,,,,,,,begindatum,1884,open,,,,,,,,,,,
a760ecdc-ffd1-5020-9188-01fab16e8d7e,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:13_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a760ecdc-ffd1-5020-9188-01fab16e8d7e,Doos A.IX,,obituaries
a760ecdc-ffd1-5020-9188-01fab16e8d7e,tg:mmbdc:13_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
a760ecdc-ffd1-5020-9188-01fab16e8d7e,,e22_Dimensions,,,,110 x 63 mm,110,hoogte,millimeters,,,,,,,,,,,,,,
a760ecdc-ffd1-5020-9188-01fab16e8d7e,,e22_Dimensions,,,,110 x 63 mm,63,breedte,millimeters,,,,,,,,,,,,,,
a760ecdc-ffd1-5020-9188-01fab16e8d7e,tg:mmbdc:13_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/rJOGIJRTUaKC2CQ7MVGvtD3P,https://dams.antwerpen.be/iiif/rJOGIJRTUaKC2CQ7MVGvtD3P/manifest,DAMS Manifest,DAMS Image,,,,,,,
a760ecdc-ffd1-5020-9188-01fab16e8d7e,tg:mmbdc:13_#1,e22_UsageRestrictions,,,,,,,,begindatum,1894,permission required,,,,,,,,,,,
a7e666b1-8ab4-58dd-bd60-e36f1857c13c,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:95_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a7e666b1-8ab4-58dd-bd60-e36f1857c13c,Doos A.XI,,files (document groupings)
a7e666b1-8ab4-58dd-bd60-e36f1857c13c,tg:mmbdc:95_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
a7e666b1-8ab4-58dd-bd60-e36f1857c13c,tg:mmbdc:95_#1,e22_Archives,1,,"dlod={""name"":""Organisatie"",""ark"":""ark:/59511/x0/66345675-8bda-525b-93a5-90060a9cfb91"",""uri"":""/repositories/15/archival_objects/20385198"",""id"":""isad:mmb:35"",""capacity"":""Organisatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
